open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2024-05-03 14:30:00,61706.14000000,61734.86000000,61526.08000000,61676.66000000,184.55802000,2024-05-03 14:34:59.999,11371438.52386710,6862,76.55763000,4716923.11663330,0
2024-05-03 14:35:00,61676.65000000,61795.28000000,61634.84000000,61719.96000000,132.93384000,2024-05-03 14:39:59.999,8204569.07043970,6272,58.57052000,3614912.36346320,0
2024-05-03 14:40:00,61719.97000000,61890.95000000,61707.82000000,61804.34000000,220.38477000,2024-05-03 14:44:59.999,13617759.05396380,7573,101.06833000,6245006.79012890,0
2024-05-03 14:45:00,61804.33000000,61813.37000000,61685.21000000,61692.68000000,215.74662000,2024-05-03 14:49:59.999,13325627.10516260,6219,116.09525000,7171287.30719050,0
2024-05-03 14:50:00,61692.68000000,61755.77000000,61626.39000000,61670.07000000,169.00684000,2024-05-03 14:54:59.999,10424174.36793950,6449,75.45735000,4654013.13437100,0
2024-05-03 14:55:00,61670.08000000,61720.00000000,61615.64000000,61618.17000000,132.73123000,2024-05-03 14:59:59.999,8184129.32229180,5024,63.58287000,3920670.39775500,0
2024-05-03 15:00:00,61618.16000000,61677.70000000,61500.00000000,61659.40000000,204.29023000,2024-05-03 15:04:59.999,12576973.34472810,7470,73.99741000,4556001.86070170,0
2024-05-03 15:05:00,61659.40000000,61749.27000000,61530.09000000,61545.94000000,184.14984000,2024-05-03 15:09:59.999,11356728.61356900,5870,61.80002000,3811158.33942140,0
2024-05-03 15:10:00,61545.93000000,61567.79000000,61449.46000000,61468.41000000,251.67177000,2024-05-03 15:14:59.999,15477198.05896110,7701,104.37221000,6418663.67568270,0
2024-05-03 15:15:00,61468.41000000,61494.59000000,61401.01000000,61420.34000000,315.51547000,2024-05-03 15:19:59.999,19387953.89969700,8642,163.84059000,10067213.23584030,0
2024-05-03 15:20:00,61420.33000000,61502.61000000,61420.33000000,61454.01000000,261.30677000,2024-05-03 15:24:59.999,16061131.54465650,5769,161.38216000,9919445.38093730,0
2024-05-03 15:25:00,61454.00000000,61480.66000000,61335.69000000,61381.95000000,284.55628000,2024-05-03 15:29:59.999,17470946.63057380,8400,119.85621000,7358378.45323130,0
2024-05-03 15:30:00,61381.96000000,61576.00000000,61342.74000000,61543.01000000,251.06877000,2024-05-03 15:34:59.999,15432293.38423220,8228,129.29013000,7946438.38003420,0
2024-05-03 15:35:00,61543.00000000,61591.79000000,61486.00000000,61580.29000000,132.41457000,2024-05-03 15:39:59.999,8150754.20434320,4624,77.10580000,4746020.56487350,0
2024-05-03 15:40:00,61580.29000000,61624.78000000,61518.51000000,61546.86000000,107.01321000,2024-05-03 15:44:59.999,6589461.60213600,4406,52.88442000,3256526.78054720,0
2024-05-03 15:45:00,61546.87000000,61627.02000000,61534.00000000,61608.78000000,91.81717000,2024-05-03 15:49:59.999,5654842.34559630,4982,45.33113000,2791676.09411500,0
2024-05-03 15:50:00,61608.77000000,61764.39000000,61608.77000000,61672.00000000,185.69744000,2024-05-03 15:54:59.999,11455298.27378160,7464,106.88606000,6593531.70203420,0
2024-05-03 15:55:00,61672.00000000,61800.00000000,61654.00000000,61690.74000000,163.59376000,2024-05-03 15:59:59.999,10097539.97616580,5076,62.15875000,3836651.13796280,0
2024-05-03 16:00:00,61690.74000000,61820.00000000,61690.74000000,61783.98000000,180.22891000,2024-05-03 16:04:59.999,11132317.37723370,5946,90.43869000,5586091.19404530,0
2024-05-03 16:05:00,61783.98000000,61887.08000000,61783.98000000,61830.31000000,149.93044000,2024-05-03 16:09:59.999,9272427.54481470,5950,84.12367000,5202259.74408490,0
2024-05-03 16:10:00,61830.31000000,61835.00000000,61758.52000000,61770.02000000,94.26838000,2024-05-03 16:14:59.999,5826594.14910850,3715,47.79542000,2954198.56463010,0
2024-05-03 16:15:00,61770.02000000,61770.02000000,61685.53000000,61693.37000000,89.97738000,2024-05-03 16:19:59.999,5553382.21495040,3820,45.52855000,2809973.44628790,0
2024-05-03 16:20:00,61693.38000000,61881.39000000,61693.37000000,61818.01000000,163.28019000,2024-05-03 16:24:59.999,10090563.98566280,4944,122.88860000,7595287.46808730,0
2024-05-03 16:25:00,61818.01000000,62000.00000000,61797.94000000,61964.00000000,220.47295000,2024-05-03 16:29:59.999,13654694.12996110,8496,124.53651000,7712559.51024320,0
2024-05-03 16:30:00,61963.99000000,61982.00000000,61840.90000000,61902.25000000,94.30576000,2024-05-03 16:34:59.999,5838712.84456870,4409,36.50733000,2260106.91183620,0
2024-05-03 16:35:00,61902.25000000,62179.99000000,61892.30000000,62129.30000000,285.24341000,2024-05-03 16:39:59.999,17697331.14217610,9116,189.72603000,11771195.09528360,0
2024-05-03 16:40:00,62129.30000000,62148.95000000,61801.14000000,61850.00000000,223.30762000,2024-05-03 16:44:59.999,13835609.37213490,8047,82.78116000,5128576.32274390,0
2024-05-03 16:45:00,61850.00000000,61868.00000000,61697.95000000,61705.96000000,89.19805000,2024-05-03 16:49:59.999,5509573.06994220,5241,30.64703000,1892833.77569840,0
2024-05-03 16:50:00,61705.96000000,61729.03000000,61538.70000000,61571.88000000,150.70459000,2024-05-03 16:54:59.999,9285919.30841690,7934,55.29529000,3406650.68748750,0
2024-05-03 16:55:00,61571.88000000,61688.74000000,61571.87000000,61681.99000000,86.00520000,2024-05-03 16:59:59.999,5301217.92981810,3594,44.82437000,2762616.46803540,0
2024-05-03 17:00:00,61682.00000000,61717.14000000,61545.79000000,61545.79000000,108.95511000,2024-05-03 17:04:59.999,6715882.04153290,4018,39.21761000,2417220.83956120,0
2024-05-03 17:05:00,61545.80000000,61613.13000000,61533.20000000,61598.72000000,106.64072000,2024-05-03 17:09:59.999,6566567.58781240,4031,45.68007000,2812659.92627430,0
2024-05-03 17:10:00,61598.72000000,61733.51000000,61598.71000000,61725.32000000,66.70176000,2024-05-03 17:14:59.999,4112957.20932540,3244,39.62054000,2442884.28431340,0
2024-05-03 17:15:00,61725.33000000,61863.20000000,61721.14000000,61840.18000000,111.37376000,2024-05-03 17:19:59.999,6882514.03177280,4943,57.11006000,3529013.66339390,0
